cat_num,term,bracketed,field,number,title,faculty,description,prerequisites,notes,meetings,building,room
4306,FALL,0,MATH,154,"Probability Theory",36ccc8b91473e0a3193009148bf70b20,"An introduction to probability theory. Discrete and continuous random variables; distribution and density functions for one and two random variables; conditional probability. Generating functions, weak and strong laws of large numbers, and the central limit theorem. Geometrical probability, random walks, and Markov processes.","A previous mathematics course at the level of Mathematics 19ab, 21ab, or higher. For students from 19ab or 21ab, previous or concurrent enrollment in Math 101 or 112 may be helpful. Freshmen who did well in Math 23, 25 or 55 last term are also welcome to take the course.","This course, when taken for a letter grade, meets the General Education requirement for Empirical and Mathematical Reasoning and the Core area requirement for Quantitative Reasoning.","M., W., F., at 12","Science Center",507
4309,FALL,0,ITAL,Aa,"Beginning Italian I: Pathways to Italy",466cf6b6d086b2b0326cee3b6f8193e3,"For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families, shopping, food culture. This course will give you the language you need to communicate effectively in Italy, and is the best way to prepare for a summer study in Italy. Course materials include workbook, audio-lab, and video.",,"Conducted in Italian. Students whose placement score does not entitle them to enter a more advanced course are assigned to Italian Aa. Students who have studied Italian for two years or more in secondary school must begin at Italian Ab or higher. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian Aa website. Not open to auditors.","M. through Th., sections at 9, 10, 11, 12. ",,
4309,SPRING,0,ITAL,Aa,"Beginning Italian I: Pathways to Italy",466cf6b6d086b2b0326cee3b6f8193e3,"For students with little or no knowledge of Italian. Aims at achieving basic communication skills and vocabulary. Emphasis on oral expression and listening comprehension. The cultural component examines everyday life through a comparative perspective: families, shopping, food culture. This course will give you the language you need to communicate effectively in Italy, and is the best way to prepare for a summer study in Italy. Course materials include workbook, audio-lab, and video.",,"Conducted in Italian. Students whose placement score does not entitle them to enter a more advanced course are assigned to Italian Aa. Students who have studied Italian for two years or more in secondary school must begin at Italian Ab or higher. May not be taken Pass/Fail but may be taken Sat/Unsat by GSAS students. Section on-line on the Italian Aa website. Not open to auditors.","M. through Th., at 12",,
43117,FALL,0,VES,149,"Queer Visuality, Visualizing Queer--Studio Course",2f5b7b69d87d023560b6475bab1e1d49,"What good is ""queer""? How do queers salvage, or invent, or invert a past that enables the present? We'll investigate the work of artists who pay particular attention to spaces and codes that enable oppositional culture (gender, shopping, social space, gossip, etc.). The class will accord equal attention to those who work in and with images and those who work in and with texts to create an archive of queer cultural production.","At least one VES studio course or the permission of the instructor.",,"Th., 1-5",,
4316,FALL,0,ENG-SCI,337,"Mechanics of Solids and Fluids: Earthquake Seismology and Environmental Geomechanics",f96d4ee1144efb88d762f2b538386cf4,,,,,,
4316,SPRING,0,ENG-SCI,337,"Mechanics of Solids and Fluids: Earthquake Seismology and Environmental Geomechanics",f96d4ee1144efb88d762f2b538386cf4,,,,,,
43182,FALL,0,SYSTBIO,370,"Advanced Topics in Systems Biology: Reading Seminar",883f0b0e9d9ea96c0d681258e0da81ec,"A series of reading and discussion seminars, each running for a half term (7 weeks). Two seminars, which can be taken in different terms, are required for credit.",,,,,
43182,SPRING,0,SYSTBIO,370,"Advanced Topics in Systems Biology: Reading Seminar",883f0b0e9d9ea96c0d681258e0da81ec,"A series of reading and discussion seminars, each running for a half term (7 weeks). Two seminars, which can be taken in different terms, are required for credit.",,,,,
4319,FALL,0,SPANSH,71a,"Continuity and Discontinuity in Colonial Latin America",37b3a363524673c620848c7dc54caa01,"An overview of literary and cultural production in the Americas before and after the Spanish invasion. Topics include pre-Columbian visual and verbal expressions; discovery, invention, conquest, and resistance; the historiography of the New World; native depictions of the colonial world.","A score above 780 on the SAT II or the Harvard Placement test; a 50- or 60-level course in Spanish; or permission of course head.","Conducted in Spanish. Required for concentrators in the Hispanic Studies track (as an alternative to Spanish 71b), and for all concentrators in Latin American Studies.","M., W., at 11; F., at 2","Boylston Hall",G02
4320,FALL,0,SOCIOL,237,"Contemporary Chinese Society: Seminar",becc63c133f3883db60fda657d0d9a4d,"A seminar devoted to the intensive analysis of a particular aspect of contemporary Chinese society. This year the focus will be on trends in inequality and stratification in China.",,,"Tu., 1-3","William James Hall",455
4324,FALL,0,ECON,2690hf,"Environmental Economics and Policy Seminar","3edbf25b7ea5de3df3943417e74af0d5,572b5f0ac1c20198b6ab3e74138c4a93","Selected topics in environmental and resource economics. Emphasizes theoretical models, quantitative empirical analysis, and public policy applications. Includes invited outside speakers.","Graduate-level course in microeconomic theory.","Primarily for graduate students in economics or related fields with environmental interests. Offered jointly with the Kennedy School as API-905Y.","W., 4-5:30","KSG - Littauer",382
4324,SPRING,0,ECON,2690hf,"Environmental Economics and Policy Seminar","3edbf25b7ea5de3df3943417e74af0d5,572b5f0ac1c20198b6ab3e74138c4a93","Selected topics in environmental and resource economics. Emphasizes theoretical models, quantitative empirical analysis, and public policy applications. Includes invited outside speakers.","Graduate-level course in microeconomic theory.","Primarily for graduate students in economics or related fields with environmental interests. Offered jointly with the Kennedy School as API-905Y.","W., 4-5:30",,
43244,SPRING,0,PHYSCI,12a,"Mechanics from an Analytic, Numerical and Experimental Perspective",c423338381573ac449e23a5aa99dce4f,"This is the first term of a two-semester introductory physical science and engineering course sequence. The focus is on quantitative scientific reasoning, with the first term's exploration framed in the context of basic mechanics. Students will gain competence in both analytic (using pencil, paper and single-variable calculus) and numerical (using computer modeling) approaches to modeling simple physical systems and for the analysis of experimental data. Topics include kinematics, linear and rotational motion, forces, energy, collisions, gravitation, simple fluids and a brief introduction to waves. Examples are drawn from across the physical sciences and engineering. The course is aimed at first year students who have an interest in pursuing a concentration in the sciences and/or engineering. The course structure includes lecture, discussion and laboratory components.",,"Physical Sciences 12a may not be taken for credit by students who have passed Physics 11a, 15a or 16. This course, when taken for a letter grade, meets the General Education requirement for Science of the Physical Universe or Empirical and Mathematical Reasoning, but not both. This course, when taken for a letter grade, meets the Core area requirement for Science A or Quantitative Reasoning, but not both.","Tu., Th., 9:30-11","Science Center",309a
4325,FALL,0,ECON,3660hf,"The Law, Economics, and Organizations Workshop",,"The presentation of work in progress in the field of law, economics, and organizations. Presentations by members of the various Harvard faculties, outside speakers, and graduate students.",,"Offered jointly with the Law School as 96250-11 and with the Business School as 4670.",,"Law - Hauser",105
4325,SPRING,0,ECON,3660hf,"The Law, Economics, and Organizations Workshop",,"The presentation of work in progress in the field of law, economics, and organizations. Presentations by members of the various Harvard faculties, outside speakers, and graduate students.",,"Offered jointly with the Law School as 96250-11 and with the Business School as 4670.",,,
43294,FALL,0,ECON,985n,"Research in Applied Microeconomics",253d18f62323cbc709f1693a169888d0,"Workshop for seniors writing theses. Especially for any applied work in microeconomics, but open to all fields. Emphasis on choice of research topics, methodology, and data sources. Written and oral presentations of work in progress leading toward completion of a major research paper or senior honors thesis are required.",,,"Fall: W., 2-4",,
43294,SPRING,0,ECON,985n,"Research in Applied Microeconomics",253d18f62323cbc709f1693a169888d0,"Workshop for seniors writing theses. Especially for any applied work in microeconomics, but open to all fields. Emphasis on choice of research topics, methodology, and data sources. Written and oral presentations of work in progress leading toward completion of a major research paper or senior honors thesis are required.",,,"Fall: W., 2-4",,
43307,FALL,0,BPH,384,"Sex and reproduction in the mosquito Anopheles gambiae: targets for the control of malaria transmission",2c32a1d082234f48a4c2ea4d40c16063,,,,,,
43307,SPRING,0,BPH,384,"Sex and reproduction in the mosquito Anopheles gambiae: targets for the control of malaria transmission",2c32a1d082234f48a4c2ea4d40c16063,,,,,,
